dataset,best_mask_threshold_by_iou,best_val_iou,best_val_f1,best_boundary_threshold_by_bf1_3,best_val_bf1_3
GF6_TCUNet,0.5,0.856932562389273,0.9040244848358611,0.6,0.944134582935836
SeaLand_Coastline_2025,0.4,0.9825306949907427,0.9908940095884177,0.4,0.9183786019818495
